Site,Date,Analyte,Result
POSNW16,2020-09-10,Ammonia (N),0.012570289
POSNW16,2020-09-10,Nitrate-Nitrite (N),0.131905178
POSNW16,2020-09-10,Orthophosphate (P),0.504860924
SWB,2018-10-18,Ammonia (N),0.142524242
SWB,2018-10-18,Nitrate-Nitrite (N),2.406693227
SWB,2018-10-18,Orthophosphate (P),0.418139072
SWB,2018-10-31,Ammonia (N),0.39693209
SWB,2018-10-31,Nitrate-Nitrite (N),2.485821485
SWB,2018-10-31,Orthophosphate (P),0.592673175
SWB,2018-11-08,Ammonia (N),0.085800641
SWB,2018-11-08,Nitrate-Nitrite (N),2.281693658
SWB,2018-11-08,Orthophosphate (P),0.990587599
SWB,2018-11-13,Ammonia (N),0.018231894
SWB,2018-11-13,Nitrate-Nitrite (N),1.804761952
SWB,2018-11-13,Orthophosphate (P),0.222099311
SWB,2018-11-29,Ammonia (N),0.511072932
SWB,2018-11-29,Nitrate-Nitrite (N),6.667169698
SWB,2018-11-29,Orthophosphate (P),0.358410619
SWB,2018-12-05,Ammonia (N),0.139178064
SWB,2018-12-05,Nitrate-Nitrite (N),3.370576206
SWB,2018-12-05,Orthophosphate (P),0.635372493
SWB,2018-12-20,Ammonia (N),0.178377232
SWB,2018-12-20,Nitrate-Nitrite (N),0.221601075
SWB,2018-12-20,Orthophosphate (P),0.585257741
SWB,2019-01-04,Ammonia (N),0.051370604
SWB,2019-01-04,Nitrate-Nitrite (N),2.172366849
SWB,2019-01-04,Orthophosphate (P),0.17857216
SWB,2019-01-18,Ammonia (N),0.120590133
SWB,2019-01-18,Nitrate-Nitrite (N),2.789282041
SWB,2019-01-18,Orthophosphate (P),0.153006622
SWB,2019-01-25,Ammonia (N),0.098134171
SWB,2019-01-25,Nitrate-Nitrite (N),1.684935075
SWB,2019-01-25,Orthophosphate (P),0.160353724
SWB,2019-02-06,Ammonia (N),0.169491984
SWB,2019-02-06,Nitrate-Nitrite (N),3.849808717
SWB,2019-02-06,Orthophosphate (P),0.115485446
SWB,2019-02-20,Ammonia (N),0.087650095
SWB,2019-02-20,Nitrate-Nitrite (N),3.054659328
SWB,2019-02-20,Orthophosphate (P),0.144920098
SWB,2019-03-22,Ammonia (N),0.82918276
SWB,2019-03-22,Nitrate-Nitrite (N),3.347306844
SWB,2019-03-22,Orthophosphate (P),0.198317844
SWB,2019-04-03,Ammonia (N),0.106874854
SWB,2019-04-03,Nitrate-Nitrite (N),3.783203199
SWB,2019-04-03,Orthophosphate (P),0.544450239
SWB,2019-04-24,Ammonia (N),0.11303333
SWB,2019-04-24,Nitrate-Nitrite (N),3.659485446
SWB,2019-04-24,Orthophosphate (P),0.491121165
SWB,2019-05-07,Ammonia (N),0.204878564
SWB,2019-05-07,Nitrate-Nitrite (N),2.916102684
SWB,2019-05-07,Orthophosphate (P),0.198621277
SWB,2019-05-24,Ammonia (N),0.051505364
SWB,2019-05-24,Nitrate-Nitrite (N),3.325712037
SWB,2019-05-24,Orthophosphate (P),0.285742446
SWB,2019-06-06,Ammonia (N),0.004
SWB,2019-06-06,Nitrate-Nitrite (N),2.173825235
SWB,2019-06-06,Orthophosphate (P),0.189583927
SWB,2019-06-18,Ammonia (N),0.004
SWB,2019-06-18,Nitrate-Nitrite (N),0.87804444
SWB,2019-06-18,Orthophosphate (P),0.135612685
SWB,2019-07-09,Ammonia (N),0.004
SWB,2019-07-09,Nitrate-Nitrite (N),2.953882448
SWB,2019-07-09,Orthophosphate (P),0.477114322
SWB,2019-07-29,Ammonia (N),0.004
SWB,2019-07-29,Nitrate-Nitrite (N),1.348779572
SWB,2019-07-29,Orthophosphate (P),0.162497671
SWB,2019-08-14,Ammonia (N),0.016416428
SWB,2019-08-14,Nitrate-Nitrite (N),1.832652145
SWB,2019-08-14,Orthophosphate (P),0.062868311
SWB,2019-08-28,Ammonia (N),0.499240803
SWB,2019-08-28,Nitrate-Nitrite (N),2.660361276
SWB,2019-08-28,Orthophosphate (P),0.076590271
SWB,2019-09-11,Ammonia (N),0.004
SWB,2019-09-11,Nitrate-Nitrite (N),1.458109294
SWB,2019-09-11,Orthophosphate (P),0.085925938
SWB,2019-09-25,Ammonia (N),0.004
SWB,2019-09-25,Nitrate-Nitrite (N),1.903725616
SWB,2019-09-25,Orthophosphate (P),0.08258617
SWB,2019-10-09,Ammonia (N),0.004
SWB,2019-10-09,Nitrate-Nitrite (N),2.091056708
SWB,2019-10-09,Orthophosphate (P),0.136125431
SWB,2019-10-23,Ammonia (N),0.004
SWB,2019-10-23,Nitrate-Nitrite (N),2.507706283
SWB,2019-10-23,Orthophosphate (P),0.136776891
SWB,2019-11-06,Ammonia (N),0.025093052
SWB,2019-11-06,Nitrate-Nitrite (N),2.49023919
SWB,2019-11-06,Orthophosphate (P),0.102139845
SWB,2019-11-20,Ammonia (N),0.004
SWB,2019-11-20,Nitrate-Nitrite (N),6.129454879
SWB,2019-11-20,Orthophosphate (P),0.195246258
SWB,2019-12-17,Ammonia (N),0.004
SWB,2019-12-17,Nitrate-Nitrite (N),3.53228793
SWB,2019-12-17,Orthophosphate (P),0.083436576
SWB,2020-01-10,Ammonia (N),0.004
SWB,2020-01-10,Nitrate-Nitrite (N),3.996204167
SWB,2020-01-10,Orthophosphate (P),0.127072865
SWB,2020-02-12,Ammonia (N),0.040132643
SWB,2020-02-12,Nitrate-Nitrite (N),3.776648685
SWB,2020-02-12,Orthophosphate (P),0.079089356
SWB,2020-02-28,Ammonia (N),0.035294957
SWB,2020-02-28,Nitrate-Nitrite (N),3.63160499
SWB,2020-02-28,Orthophosphate (P),0.070594401
SWB,2020-03-12,Ammonia (N),0.190790641
SWB,2020-03-12,Nitrate-Nitrite (N),4.510959072
SWB,2020-03-12,Orthophosphate (P),0.144846031
SWB,2020-06-26,Ammonia (N),0.228007943
SWB,2020-06-26,Nitrate-Nitrite (N),1.790964514
SWB,2020-06-26,Orthophosphate (P),0.051110449
SWB,2020-07-16,Ammonia (N),0.004
SWB,2020-07-16,Nitrate-Nitrite (N),2.068201304
SWB,2020-07-16,Orthophosphate (P),0.086009799
SWB,2020-07-28,Ammonia (N),0.113816043
SWB,2020-07-28,Nitrate-Nitrite (N),2.524276858
SWB,2020-07-28,Orthophosphate (P),0.15989332
SWB,2020-08-14,Ammonia (N),0.10513478
SWB,2020-08-14,Nitrate-Nitrite (N),2.539583346
SWB,2020-08-14,Orthophosphate (P),0.106524044
SWB,2020-08-24,Ammonia (N),0.018225094
SWB,2020-08-24,Nitrate-Nitrite (N),1.965431456
SWB,2020-08-24,Orthophosphate (P),0.104236832
SWB,2020-09-10,Ammonia (N),0.01484738
SWB,2020-09-10,Nitrate-Nitrite (N),1.874753674
SWB,2020-09-10,Orthophosphate (P),0.088476886
SWBUP,2019-04-24,Ammonia (N),0.446950407
SWBUP,2019-04-24,Nitrate-Nitrite (N),0.195156833
SWBUP,2019-04-24,Orthophosphate (P),0.143789877
SWBUP,2019-05-07,Ammonia (N),0.22808369
SWBUP,2019-05-07,Nitrate-Nitrite (N),0.207129338
SWBUP,2019-05-07,Orthophosphate (P),0.107796425
SWBUP,2019-05-24,Ammonia (N),0.296897137
SWBUP,2019-05-24,Nitrate-Nitrite (N),0.213397877
SWBUP,2019-05-24,Orthophosphate (P),0.109000762
SWBUP,2019-06-06,Ammonia (N),0.029013524
SWBUP,2019-06-06,Nitrate-Nitrite (N),0.130799291
SWBUP,2019-06-06,Orthophosphate (P),0.129649631
SWBUP,2019-06-18,Ammonia (N),0.004
SWBUP,2019-06-18,Nitrate-Nitrite (N),0.083834323
SWBUP,2019-06-18,Orthophosphate (P),0.060467092
SWBUP,2019-07-09,Ammonia (N),0.004
SWBUP,2019-07-09,Nitrate-Nitrite (N),0.283081643
SWBUP,2019-07-09,Orthophosphate (P),0.169861716
SWBUP,2019-07-29,Ammonia (N),0.004
SWBUP,2019-07-29,Nitrate-Nitrite (N),0.192954114
SWBUP,2019-07-29,Orthophosphate (P),0.095734068
SWBUP,2019-08-14,Ammonia (N),0.021263528
SWBUP,2019-08-14,Nitrate-Nitrite (N),0.239907033
SWBUP,2019-08-14,Orthophosphate (P),0.120302984
SWBUP,2019-08-28,Ammonia (N),0.004
SWBUP,2019-08-28,Nitrate-Nitrite (N),0.125899914
SWBUP,2019-08-28,Orthophosphate (P),0.112202491
SWBUP,2019-09-11,Ammonia (N),0.004
SWBUP,2019-09-11,Nitrate-Nitrite (N),0.300202316
SWBUP,2019-09-11,Orthophosphate (P),0.150875892
SWBUP,2019-09-25,Ammonia (N),0.004
SWBUP,2019-09-25,Nitrate-Nitrite (N),0.213322578
SWBUP,2019-09-25,Orthophosphate (P),0.175648132
SWBUP,2019-10-09,Ammonia (N),0.004
SWBUP,2019-10-09,Nitrate-Nitrite (N),0.130829656
SWBUP,2019-10-09,Orthophosphate (P),0.17780378
SWBUP,2019-10-23,Ammonia (N),0.004
SWBUP,2019-10-23,Nitrate-Nitrite (N),0.209486562
SWBUP,2019-10-23,Orthophosphate (P),0.129051189
SWBUP,2019-11-06,Ammonia (N),0.020083462
SWBUP,2019-11-06,Nitrate-Nitrite (N),0.31927354
SWBUP,2019-11-06,Orthophosphate (P),0.173285305
SWBUP,2019-11-20,Ammonia (N),0.004
SWBUP,2019-11-20,Nitrate-Nitrite (N),0.354266822
SWBUP,2019-11-20,Orthophosphate (P),0.147183081
SWBUP,2019-12-17,Ammonia (N),0.004
SWBUP,2019-12-17,Nitrate-Nitrite (N),0.159586145
SWBUP,2019-12-17,Orthophosphate (P),0.133075225
SWBUP,2020-01-10,Ammonia (N),0.004
SWBUP,2020-01-10,Nitrate-Nitrite (N),0.263002095
SWBUP,2020-01-10,Orthophosphate (P),0.13516403
SWBUP,2020-02-12,Ammonia (N),0.021029877
SWBUP,2020-02-12,Nitrate-Nitrite (N),0.179882082
SWBUP,2020-02-12,Orthophosphate (P),0.134519545
SWBUP,2020-02-28,Ammonia (N),0.025934876
SWBUP,2020-02-28,Nitrate-Nitrite (N),0.215899036
SWBUP,2020-02-28,Orthophosphate (P),0.169612546
SWBUP,2020-03-12,Ammonia (N),0.197589071
SWBUP,2020-03-12,Nitrate-Nitrite (N),0.303244339
SWBUP,2020-03-12,Orthophosphate (P),0.18876217
SWBUP,2020-06-26,Ammonia (N),0.196832358
SWBUP,2020-06-26,Nitrate-Nitrite (N),0.197000733
SWBUP,2020-06-26,Orthophosphate (P),0.158657929
SWBUP,2020-07-16,Ammonia (N),0.004
SWBUP,2020-07-16,Nitrate-Nitrite (N),0.216533333
SWBUP,2020-07-16,Orthophosphate (P),0.120092955
SWBUP,2020-07-28,Ammonia (N),0.11883142
SWBUP,2020-07-28,Nitrate-Nitrite (N),0.336795488
SWBUP,2020-07-28,Orthophosphate (P),0.205603597
SWBUP,2020-08-14,Ammonia (N),0.101468935
SWBUP,2020-08-14,Nitrate-Nitrite (N),0.273394835
SWBUP,2020-08-14,Orthophosphate (P),0.200780147
SWBUP,2020-08-24,Ammonia (N),0.023441081
SWBUP,2020-08-24,Nitrate-Nitrite (N),0.272591332
SWBUP,2020-08-24,Orthophosphate (P),0.166804647
SWBUP,2020-09-10,Ammonia (N),0.018881513
SWBUP,2020-09-10,Nitrate-Nitrite (N),0.156550707
SWBUP,2020-09-10,Orthophosphate (P),0.132298757
TUM441,2018-09-14,Ammonia (N),0.307103623
TUM441,2018-09-14,Nitrate-Nitrite (N),0.401155207
TUM441,2018-09-14,Orthophosphate (P),0.12162516
TUM441,2018-10-18,Ammonia (N),0.051619475
TUM441,2018-10-18,Nitrate-Nitrite (N),0.196350484
TUM441,2018-10-18,Orthophosphate (P),0.179327685
TUM441,2018-10-31,Ammonia (N),1.169554902
TUM441,2018-10-31,Nitrate-Nitrite (N),0.227888373
TUM441,2018-10-31,Orthophosphate (P),0.113086756
TUM441,2018-11-08,Ammonia (N),0.246201873
TUM441,2018-11-08,Nitrate-Nitrite (N),0.227217374
TUM441,2018-11-08,Orthophosphate (P),0.621439441
TUM441,2018-11-13,Ammonia (N),0.022990008
TUM441,2018-11-13,Nitrate-Nitrite (N),0.119015185
TUM441,2018-11-13,Orthophosphate (P),0.144755649
TUM441,2018-11-29,Ammonia (N),0.102885006
TUM441,2018-11-29,Nitrate-Nitrite (N),0.036077285
TUM441,2018-11-29,Orthophosphate (P),0.129118504
TUM441,2018-12-05,Ammonia (N),0.192745163
TUM441,2018-12-05,Nitrate-Nitrite (N),0.279691043
TUM441,2018-12-05,Orthophosphate (P),0.40137132
TUM441,2018-12-20,Ammonia (N),0.110727264
TUM441,2018-12-20,Nitrate-Nitrite (N),0.102843138
TUM441,2018-12-20,Orthophosphate (P),0.208301322
TUM441,2019-01-04,Ammonia (N),0.116468422
TUM441,2019-01-04,Nitrate-Nitrite (N),0.371128037
TUM441,2019-01-04,Orthophosphate (P),0.123954044
TUM441,2019-01-18,Ammonia (N),0.072348183
TUM441,2019-01-18,Nitrate-Nitrite (N),0.271300502
TUM441,2019-01-18,Orthophosphate (P),0.077116697
TUM441,2019-01-25,Ammonia (N),0.193347828
TUM441,2019-01-25,Nitrate-Nitrite (N),0.215286725
TUM441,2019-01-25,Orthophosphate (P),0.109100145
TUM441,2019-02-06,Ammonia (N),0.093850237
TUM441,2019-02-06,Nitrate-Nitrite (N),0.33831811
TUM441,2019-02-06,Orthophosphate (P),0.136839191
TUM441,2019-02-20,Ammonia (N),0.101552709
TUM441,2019-02-20,Nitrate-Nitrite (N),0.300461351
TUM441,2019-02-20,Orthophosphate (P),0.124450893
TUM441,2019-03-22,Ammonia (N),0.414589919
TUM441,2019-03-22,Nitrate-Nitrite (N),0.110529958
TUM441,2019-03-22,Orthophosphate (P),0.119030173
TUM441,2019-04-03,Ammonia (N),0.426694059
TUM441,2019-04-03,Nitrate-Nitrite (N),0.156191039
TUM441,2019-04-03,Orthophosphate (P),0.144735473
TUM441,2019-04-24,Ammonia (N),0.13096524
TUM441,2019-04-24,Nitrate-Nitrite (N),0.341277362
TUM441,2019-04-24,Orthophosphate (P),0.163344294
TUM441,2019-05-07,Ammonia (N),0.012698967
TUM441,2019-05-07,Nitrate-Nitrite (N),0.244442254
TUM441,2019-05-07,Orthophosphate (P),0.085320827
TUM441,2019-05-24,Ammonia (N),0.010782274
TUM441,2019-05-24,Nitrate-Nitrite (N),0.485896901
TUM441,2019-05-24,Orthophosphate (P),0.164904498
TUM441,2019-06-06,Ammonia (N),0.004
TUM441,2019-06-06,Nitrate-Nitrite (N),0.177705104
TUM441,2019-06-06,Orthophosphate (P),0.038483677
TUM441,2019-06-18,Ammonia (N),0.004
TUM441,2019-06-18,Nitrate-Nitrite (N),0.119945822
TUM441,2019-06-18,Orthophosphate (P),0.137701178
TUM441,2019-07-09,Ammonia (N),0.004
TUM441,2019-07-09,Nitrate-Nitrite (N),0.379100918
TUM441,2019-07-09,Orthophosphate (P),0.147036247
TUM441,2019-07-29,Ammonia (N),0.004
TUM441,2019-07-29,Nitrate-Nitrite (N),0.218116224
TUM441,2019-07-29,Orthophosphate (P),0.02109717
TUM441,2019-08-14,Ammonia (N),0.042088266
TUM441,2019-08-14,Nitrate-Nitrite (N),0.466579058
TUM441,2019-08-14,Orthophosphate (P),0.108225657
TUM441,2019-08-28,Ammonia (N),0.004
TUM441,2019-08-28,Nitrate-Nitrite (N),0.161075022
TUM441,2019-08-28,Orthophosphate (P),0.140872853
TUM441,2019-09-11,Ammonia (N),0.004
TUM441,2019-09-11,Nitrate-Nitrite (N),0.401162112
TUM441,2019-09-11,Orthophosphate (P),0.108131886
TUM441,2019-09-25,Ammonia (N),0.0083889
TUM441,2019-09-25,Nitrate-Nitrite (N),0.433416692
TUM441,2019-09-25,Orthophosphate (P),0.134406444
TUM441,2019-10-09,Ammonia (N),0.004
TUM441,2019-10-09,Nitrate-Nitrite (N),0.027006717
TUM441,2019-10-09,Orthophosphate (P),0.118060512
TUM441,2019-10-23,Ammonia (N),0.004
TUM441,2019-10-23,Nitrate-Nitrite (N),0.104704782
TUM441,2019-10-23,Orthophosphate (P),0.118080233
TUM441,2019-11-06,Ammonia (N),0.014741156
TUM441,2019-11-06,Nitrate-Nitrite (N),1.001244736
TUM441,2019-11-06,Orthophosphate (P),0.169409959
TUM441,2019-11-20,Ammonia (N),0.004
TUM441,2019-11-20,Nitrate-Nitrite (N),1.060821942
TUM441,2019-11-20,Orthophosphate (P),0.151306689
TUM441,2019-12-06,Ammonia (N),0.004
TUM441,2019-12-06,Nitrate-Nitrite (N),0.287818055
TUM441,2019-12-06,Orthophosphate (P),0.120302648
TUM441,2019-12-17,Ammonia (N),0.004
TUM441,2019-12-17,Nitrate-Nitrite (N),0.182098927
TUM441,2019-12-17,Orthophosphate (P),0.151253448
TUM441,2020-01-10,Ammonia (N),0.004
TUM441,2020-01-10,Nitrate-Nitrite (N),0.270205166
TUM441,2020-01-10,Orthophosphate (P),0.130365057
TUM441,2020-02-12,Ammonia (N),0.01335433
TUM441,2020-02-12,Nitrate-Nitrite (N),0.072479248
TUM441,2020-02-12,Orthophosphate (P),0.12726073
TUM441,2020-02-28,Ammonia (N),0.023335034
TUM441,2020-02-28,Nitrate-Nitrite (N),0.123709509
TUM441,2020-02-28,Orthophosphate (P),0.105662354
TUM441,2020-03-12,Ammonia (N),0.136660575
TUM441,2020-03-12,Nitrate-Nitrite (N),0.103065417
TUM441,2020-03-12,Orthophosphate (P),0.136099436
TUM441,2020-06-26,Ammonia (N),0.167156269
TUM441,2020-06-26,Nitrate-Nitrite (N),0.212880245
TUM441,2020-06-26,Orthophosphate (P),0.108560203
TUM441,2020-07-16,Ammonia (N),0.004
TUM441,2020-07-16,Nitrate-Nitrite (N),0.242114912
TUM441,2020-07-16,Orthophosphate (P),0.11770379
TUM441,2020-07-28,Ammonia (N),0.116224337
TUM441,2020-07-28,Nitrate-Nitrite (N),0.237415705
TUM441,2020-07-28,Orthophosphate (P),0.150156265
TUM441,2020-08-14,Ammonia (N),0.08343562
TUM441,2020-08-14,Nitrate-Nitrite (N),0.206816238
TUM441,2020-08-14,Orthophosphate (P),0.168488244
TUM441,2020-08-24,Ammonia (N),0.007166791
TUM441,2020-08-24,Nitrate-Nitrite (N),0.128214103
TUM441,2020-08-24,Orthophosphate (P),0.116706814
TUM441,2020-09-10,Ammonia (N),0.017841267
TUM441,2020-09-10,Nitrate-Nitrite (N),0.143258393
TUM441,2020-09-10,Orthophosphate (P),0.149268197
TUM441,2020-09-10,Ammonia (N),0.017841267
TUM441,2020-09-10,Nitrate-Nitrite (N),0.143258393
TUM441,2020-09-10,Orthophosphate (P),0.149268197
HAT,2020-04-20,Ammonia (N),
HAT,2020-04-20,Nitrate-Nitrite (N),
HAT,2020-04-20,Orthophosphate (P),
HOGDN,2020-04-20,Ammonia (N),
HOGDN,2020-04-20,Nitrate-Nitrite (N),
HOGDN,2020-04-20,Orthophosphate (P),
HOGNW16,2020-04-20,Ammonia (N),
HOGNW16,2020-04-20,Nitrate-Nitrite (N),
HOGNW16,2020-04-20,Orthophosphate (P),
POSNW16,2020-04-20,Ammonia (N),
POSNW16,2020-04-20,Nitrate-Nitrite (N),
POSNW16,2020-04-20,Orthophosphate (P),
SWB,2020-04-20,Ammonia (N),
SWB,2020-04-20,Nitrate-Nitrite (N),
SWB,2020-04-20,Orthophosphate (P),
SWBUP,2020-04-20,Ammonia (N),
SWBUP,2020-04-20,Nitrate-Nitrite (N),
SWBUP,2020-04-20,Orthophosphate (P),
TUM441,2020-04-20,Ammonia (N),
TUM441,2020-04-20,Nitrate-Nitrite (N),
TUM441,2020-04-20,Orthophosphate (P),
HOGNW16,2019-02-06,Ammonia (N),
HOGNW16,2019-02-06,Nitrate-Nitrite (N),
HOGNW16,2019-02-06,Orthophosphate (P),
HOGNW16,2019-02-20,Ammonia (N),
HOGNW16,2019-02-20,Nitrate-Nitrite (N),
HOGNW16,2019-02-20,Orthophosphate (P),
HOGNW16,2019-03-22,Ammonia (N),
HOGNW16,2019-03-22,Nitrate-Nitrite (N),
HOGNW16,2019-03-22,Orthophosphate (P),
