Site,Date,Analyte,Result
HOGNW16,2018-12-05,Dissolved Oxygen Saturation,93.8
HOGNW16,2018-12-05,pH,7.87
HOGNW16,2018-12-05,Specific Conductance,257.8
HOGNW16,2018-12-05,"Temperature, Water",14
HOGNW16,2018-12-05,Turbidity,1.9
HOGNW16,2018-12-20,Dissolved Oxygen,8.81
HOGNW16,2018-12-20,Dissolved Oxygen Saturation,91.3
HOGNW16,2018-12-20,pH,7.35
HOGNW16,2018-12-20,Specific Conductance,127.6
HOGNW16,2018-12-20,"Temperature, Water",17.1
HOGNW16,2018-12-20,Turbidity,30.47
HOGNW16,2019-01-04,Dissolved Oxygen,8.26
HOGNW16,2019-01-04,Dissolved Oxygen Saturation,91.6
HOGNW16,2019-01-04,pH,7.52
HOGNW16,2019-01-04,Specific Conductance,247.1
HOGNW16,2019-01-04,"Temperature, Water",20.4
HOGNW16,2019-01-04,Turbidity,2.89
HOGNW16,2019-01-18,Dissolved Oxygen,9.93
HOGNW16,2019-01-18,Dissolved Oxygen Saturation,95.7
HOGNW16,2019-01-18,pH,7.74
HOGNW16,2019-01-18,Specific Conductance,262.9
HOGNW16,2019-01-18,"Temperature, Water",13.6
HOGNW16,2019-01-18,Turbidity,1.87
HOGNW16,2019-01-25,Dissolved Oxygen,10.01
HOGNW16,2019-01-25,Dissolved Oxygen Saturation,96.1
HOGNW16,2019-01-25,pH,7.55
HOGNW16,2019-01-25,Specific Conductance,162.1
HOGNW16,2019-01-25,"Temperature, Water",13.4
HOGNW16,2019-01-25,Turbidity,7.5
HOGNW16,2019-04-03,Dissolved Oxygen,8.85
HOGNW16,2019-04-03,Dissolved Oxygen Saturation,94.8
HOGNW16,2019-04-03,pH,7.74
HOGNW16,2019-04-03,Specific Conductance,269.1
HOGNW16,2019-04-03,"Temperature, Water",18.6
HOGNW16,2019-04-03,Turbidity,1.44
HOGNW16,2019-04-24,Dissolved Oxygen,8.5
HOGNW16,2019-04-24,Dissolved Oxygen Saturation,93.4
HOGNW16,2019-04-24,pH,7.74
HOGNW16,2019-04-24,Specific Conductance,273
HOGNW16,2019-04-24,"Temperature, Water",19.9
HOGNW16,2019-04-24,Turbidity,1.3
HOGNW16,2019-05-07,Dissolved Oxygen,7.73
HOGNW16,2019-05-07,Dissolved Oxygen Saturation,91.1
HOGNW16,2019-05-07,pH,7.63
HOGNW16,2019-05-07,Specific Conductance,249.8
HOGNW16,2019-05-07,"Temperature, Water",23.6
HOGNW16,2019-05-07,Turbidity,3.56
HOGNW16,2019-05-24,Dissolved Oxygen,8.17
HOGNW16,2019-05-24,Dissolved Oxygen Saturation,95.9
HOGNW16,2019-05-24,pH,7.75
HOGNW16,2019-05-24,Specific Conductance,294.2
HOGNW16,2019-05-24,"Temperature, Water",23.1
HOGNW16,2019-05-24,Turbidity,2.8
HOGNW16,2019-06-06,Dissolved Oxygen,7.17
HOGNW16,2019-06-06,Dissolved Oxygen Saturation,86.6
HOGNW16,2019-06-06,pH,7.7
HOGNW16,2019-06-06,Specific Conductance,271.1
HOGNW16,2019-06-06,"Temperature, Water",24.8
HOGNW16,2019-06-06,Turbidity,0.83
HOGNW16,2019-06-18,Dissolved Oxygen,7.42
HOGNW16,2019-06-18,Dissolved Oxygen Saturation,89.4
HOGNW16,2019-06-18,pH,7.42
HOGNW16,2019-06-18,Specific Conductance,215.8
HOGNW16,2019-06-18,"Temperature, Water",24.7
HOGNW16,2019-06-18,Turbidity,4.43
HOGNW16,2019-07-09,Dissolved Oxygen,7.42
HOGNW16,2019-07-09,Dissolved Oxygen Saturation,92.4
HOGNW16,2019-07-09,pH,7.56
HOGNW16,2019-07-09,Specific Conductance,271.6
HOGNW16,2019-07-09,"Temperature, Water",26.5
HOGNW16,2019-07-09,Turbidity,2.49
HOGNW16,2019-07-29,Dissolved Oxygen,7.83
HOGNW16,2019-07-29,Dissolved Oxygen Saturation,94.2
HOGNW16,2019-07-29,pH,7.47
HOGNW16,2019-07-29,Specific Conductance,197.4
HOGNW16,2019-07-29,"Temperature, Water",24.7
HOGNW16,2019-07-29,Turbidity,5.06
HOGNW16,2019-08-14,Dissolved Oxygen,7.39
HOGNW16,2019-08-14,Dissolved Oxygen Saturation,92.8
HOGNW16,2019-08-14,pH,7.32
HOGNW16,2019-08-14,Specific Conductance,187.5
HOGNW16,2019-08-14,"Temperature, Water",27.1
HOGNW16,2019-08-14,Turbidity,4.7
HOGNW16,2019-08-28,Dissolved Oxygen,7.57
HOGNW16,2019-08-28,Dissolved Oxygen Saturation,92.5
HOGNW16,2019-08-28,pH,7.22
HOGNW16,2019-08-28,Specific Conductance,167
HOGNW16,2019-08-28,"Temperature, Water",25.5
HOGNW16,2019-08-28,Turbidity,8.42
HOGNW16,2019-09-11,Dissolved Oxygen,7.85
HOGNW16,2019-09-11,Dissolved Oxygen Saturation,94.1
HOGNW16,2019-09-11,pH,7.64
HOGNW16,2019-09-11,Specific Conductance,265.3
HOGNW16,2019-09-11,"Temperature, Water",24.5
HOGNW16,2019-09-11,Turbidity,2.98
HOGNW16,2019-09-25,Dissolved Oxygen,7.97
HOGNW16,2019-09-25,Dissolved Oxygen Saturation,93.3
HOGNW16,2019-09-25,pH,7.77
HOGNW16,2019-09-25,Specific Conductance,284.2
HOGNW16,2019-09-25,"Temperature, Water",23.1
HOGNW16,2019-09-25,Turbidity,2.58
HOGNW16,2019-10-09,Dissolved Oxygen,7.81
HOGNW16,2019-10-09,Dissolved Oxygen Saturation,91.8
HOGNW16,2019-10-09,pH,7.58
HOGNW16,2019-10-09,Specific Conductance,246.8
HOGNW16,2019-10-09,"Temperature, Water",23.4
HOGNW16,2019-10-09,Turbidity,2.23
HOGNW16,2019-10-23,Dissolved Oxygen,8.54
HOGNW16,2019-10-23,Dissolved Oxygen Saturation,94
HOGNW16,2019-10-23,pH,7.58
HOGNW16,2019-10-23,Specific Conductance,245.1
HOGNW16,2019-10-23,"Temperature, Water",20
HOGNW16,2019-10-23,Turbidity,2.21
HOGNW16,2019-11-06,Dissolved Oxygen,8.3
HOGNW16,2019-11-06,Dissolved Oxygen Saturation,94.7
HOGNW16,2019-11-06,pH,7.61
HOGNW16,2019-11-06,Specific Conductance,288.3
HOGNW16,2019-11-06,"Temperature, Water",21.8
HOGNW16,2019-11-06,Turbidity,1.52
HOGNW16,2019-11-20,Dissolved Oxygen,9.9
HOGNW16,2019-11-20,Dissolved Oxygen Saturation,97.6
HOGNW16,2019-11-20,pH,7.75
HOGNW16,2019-11-20,Specific Conductance,278.3
HOGNW16,2019-11-20,"Temperature, Water",14.7
HOGNW16,2019-11-20,Turbidity,1.3
HOGNW16,2019-12-06,Dissolved Oxygen,10.16
HOGNW16,2019-12-06,Dissolved Oxygen Saturation,93.8
HOGNW16,2019-12-06,pH,7.77
HOGNW16,2019-12-06,Specific Conductance,291.4
HOGNW16,2019-12-06,"Temperature, Water",11.7
HOGNW16,2019-12-06,Turbidity,0.91
HOGNW16,2019-12-17,Dissolved Oxygen,8.1
HOGNW16,2019-12-17,Dissolved Oxygen Saturation,89.1
HOGNW16,2019-12-17,pH,7.32
HOGNW16,2019-12-17,Specific Conductance,274.1
HOGNW16,2019-12-17,"Temperature, Water",20
HOGNW16,2019-12-17,Turbidity,1.31
HOGNW16,2020-01-10,Dissolved Oxygen,8.97
HOGNW16,2020-01-10,Dissolved Oxygen Saturation,95.3
HOGNW16,2020-01-10,pH,7.46
HOGNW16,2020-01-10,Specific Conductance,268.2
HOGNW16,2020-01-10,"Temperature, Water",18.2
HOGNW16,2020-01-10,Turbidity,1.75
HOGNW16,2020-02-12,Dissolved Oxygen,8.29
HOGNW16,2020-02-12,Dissolved Oxygen Saturation,94.1
HOGNW16,2020-02-12,pH,7.89
HOGNW16,2020-02-12,Specific Conductance,286.8
HOGNW16,2020-02-12,"Temperature, Water",21.5
HOGNW16,2020-02-12,Turbidity,1
HOGNW16,2020-02-28,Dissolved Oxygen,10.21
HOGNW16,2020-02-28,Dissolved Oxygen Saturation,94
HOGNW16,2020-02-28,pH,7.7
HOGNW16,2020-02-28,Specific Conductance,246.2
HOGNW16,2020-02-28,"Temperature, Water",11.6
HOGNW16,2020-02-28,Turbidity,2.74
HOGNW16,2020-03-12,Dissolved Oxygen,8.82
HOGNW16,2020-03-12,Dissolved Oxygen Saturation,96.3
HOGNW16,2020-03-12,pH,7.84
HOGNW16,2020-03-12,Specific Conductance,289.3
HOGNW16,2020-03-12,"Temperature, Water",19.6
HOGNW16,2020-03-12,Turbidity,1.81
HOGNW16,2020-05-12,Dissolved Oxygen,8.69
HOGNW16,2020-05-12,Dissolved Oxygen Saturation,93.6
HOGNW16,2020-05-12,pH,7.68
HOGNW16,2020-05-12,Specific Conductance,250.9
HOGNW16,2020-05-12,"Temperature, Water",18.9
HOGNW16,2020-05-12,Turbidity,2
HOGNW16,2020-06-26,Dissolved Oxygen,7.69
HOGNW16,2020-06-26,Dissolved Oxygen Saturation,93.1
HOGNW16,2020-06-26,pH,7.83
HOGNW16,2020-06-26,Specific Conductance,267.5
HOGNW16,2020-06-26,"Temperature, Water",25
HOGNW16,2020-06-26,Turbidity,
HOGNW16,2020-07-16,Dissolved Oxygen,7.51
HOGNW16,2020-07-16,Dissolved Oxygen Saturation,90.9
HOGNW16,2020-07-16,pH,7.58
HOGNW16,2020-07-16,Specific Conductance,167.2
HOGNW16,2020-07-16,"Temperature, Water",25
HOGNW16,2020-07-16,Turbidity,6.97
HOGNW16,2020-07-28,Dissolved Oxygen,7.65
HOGNW16,2020-07-28,Dissolved Oxygen Saturation,92.1
HOGNW16,2020-07-28,pH,7.83
HOGNW16,2020-07-28,Specific Conductance,272.4
HOGNW16,2020-07-28,"Temperature, Water",24.7
HOGNW16,2020-07-28,Turbidity,2.12
HOGNW16,2020-08-14,Dissolved Oxygen,7.58
HOGNW16,2020-08-14,Dissolved Oxygen Saturation,90.3
HOGNW16,2020-08-14,pH,7.76
HOGNW16,2020-08-14,Specific Conductance,260.1
HOGNW16,2020-08-14,"Temperature, Water",24.1
HOGNW16,2020-08-14,Turbidity,1.5
HOGNW16,2020-08-24,Dissolved Oxygen,7.85
HOGNW16,2020-08-24,Dissolved Oxygen Saturation,93.9
HOGNW16,2020-08-24,pH,7.79
HOGNW16,2020-08-24,Specific Conductance,212.6
HOGNW16,2020-08-24,"Temperature, Water",24.1
HOGNW16,2020-08-24,Turbidity,3.52
HOGNW16,2020-09-10,Dissolved Oxygen,8.22
HOGNW16,2020-09-10,Dissolved Oxygen Saturation,94.9
HOGNW16,2020-09-10,pH,7.44
HOGNW16,2020-09-10,Specific Conductance,158.5
HOGNW16,2020-09-10,"Temperature, Water",22.4
HOGNW16,2020-09-10,Turbidity,15.17
HOGNW16,2020-09-24,Dissolved Oxygen,8.55
HOGNW16,2020-09-24,Dissolved Oxygen Saturation,91.4
HOGNW16,2020-09-24,pH,7.61
HOGNW16,2020-09-24,Specific Conductance,232.7
HOGNW16,2020-09-24,"Temperature, Water",18.5
HOGNW16,2020-09-24,Turbidity,3.67
HOGNW16,2020-10-08,Dissolved Oxygen,8.45
HOGNW16,2020-10-08,Dissolved Oxygen Saturation,90.7
HOGNW16,2020-10-08,pH,7.6
HOGNW16,2020-10-08,Specific Conductance,262.6
HOGNW16,2020-10-08,"Temperature, Water",18.7
HOGNW16,2020-10-08,Turbidity,2.59
HOGNW16,2020-10-22,Dissolved Oxygen,8.22
HOGNW16,2020-10-22,Dissolved Oxygen Saturation,86
HOGNW16,2020-10-22,pH,7.55
HOGNW16,2020-10-22,Specific Conductance,238.9
HOGNW16,2020-10-22,"Temperature, Water",17.5
HOGNW16,2020-10-22,Turbidity,5.43
POSNW16,2018-09-14,Dissolved Oxygen,7.87
POSNW16,2018-09-14,Dissolved Oxygen Saturation,95.8
POSNW16,2018-09-14,pH,7.92
POSNW16,2018-09-14,"Temperature, Water",25.3
POSNW16,2018-09-14,Turbidity,5.6
POSNW16,2018-10-18,Dissolved Oxygen,8.03
POSNW16,2018-10-18,Dissolved Oxygen Saturation,95.7
POSNW16,2018-10-18,pH,7.97
POSNW16,2018-10-18,Specific Conductance,284.4
POSNW16,2018-10-18,"Temperature, Water",24.13
POSNW16,2018-10-31,Dissolved Oxygen,9.1
POSNW16,2018-10-31,Dissolved Oxygen Saturation,94.4
POSNW16,2018-10-31,pH,7.81
POSNW16,2018-10-31,Specific Conductance,286.5
POSNW16,2018-10-31,"Temperature, Water",17.09
POSNW16,2018-10-31,Turbidity,2.5
POSNW16,2018-11-08,Dissolved Oxygen,8.39
POSNW16,2018-11-08,Dissolved Oxygen Saturation,97.3
POSNW16,2018-11-08,pH,7.88
POSNW16,2018-11-08,Specific Conductance,278
POSNW16,2018-11-08,"Temperature, Water",22.7
POSNW16,2018-11-08,Turbidity,-0.05
POSNW16,2018-11-13,Dissolved Oxygen,8.38
POSNW16,2018-11-13,Dissolved Oxygen Saturation,96.2
POSNW16,2018-11-13,pH,7.96
POSNW16,2018-11-13,Specific Conductance,285.3
POSNW16,2018-11-13,"Temperature, Water",22.2
POSNW16,2018-11-13,Turbidity,1.22
POSNW16,2018-11-29,Dissolved Oxygen,10.78
POSNW16,2018-11-29,Dissolved Oxygen Saturation,99.3
POSNW16,2018-11-29,pH,7.87
POSNW16,2018-11-29,Specific Conductance,271.3
POSNW16,2018-11-29,"Temperature, Water",11.6
POSNW16,2018-11-29,Turbidity,1.18
POSNW16,2018-12-05,Dissolved Oxygen,9.98
POSNW16,2018-12-05,Dissolved Oxygen Saturation,96.4
POSNW16,2018-12-05,pH,7.83
POSNW16,2018-12-05,Specific Conductance,241.5
POSNW16,2018-12-05,"Temperature, Water",13.8
POSNW16,2018-12-05,Turbidity,2.08
POSNW16,2018-12-20,Dissolved Oxygen,8.71
POSNW16,2018-12-20,Dissolved Oxygen Saturation,89.4
POSNW16,2018-12-20,pH,7.21
POSNW16,2018-12-20,Specific Conductance,148.3
POSNW16,2018-12-20,"Temperature, Water",16.6
POSNW16,2018-12-20,Turbidity,16.3
POSNW16,2019-01-04,Dissolved Oxygen,8.49
POSNW16,2019-01-04,Dissolved Oxygen Saturation,93.8
POSNW16,2019-01-04,pH,7.35
POSNW16,2019-01-04,Specific Conductance,249
POSNW16,2019-01-04,"Temperature, Water",20.2
POSNW16,2019-01-04,Turbidity,2.79
POSNW16,2019-01-18,Dissolved Oxygen,10.16
POSNW16,2019-01-18,Dissolved Oxygen Saturation,97.1
POSNW16,2019-01-18,pH,7.49
POSNW16,2019-01-18,Specific Conductance,257
POSNW16,2019-01-18,"Temperature, Water",13.3
POSNW16,2019-01-18,Turbidity,1.5
POSNW16,2019-01-25,Dissolved Oxygen,10.09
POSNW16,2019-01-25,Dissolved Oxygen Saturation,96.1
POSNW16,2019-01-25,pH,6.9
POSNW16,2019-01-25,Specific Conductance,164.4
POSNW16,2019-01-25,"Temperature, Water",13
POSNW16,2019-01-25,Turbidity,5.03
POSNW16,2019-02-06,Dissolved Oxygen,9.36
POSNW16,2019-02-06,Dissolved Oxygen Saturation,98.5
POSNW16,2019-02-06,pH,7.54
POSNW16,2019-02-06,Specific Conductance,236.7
POSNW16,2019-02-06,"Temperature, Water",17.7
POSNW16,2019-02-06,Turbidity,4.65
POSNW16,2019-02-20,Dissolved Oxygen,9.06
POSNW16,2019-02-20,Dissolved Oxygen Saturation,100.5
POSNW16,2019-02-20,pH,7.61
POSNW16,2019-02-20,Specific Conductance,261.8
POSNW16,2019-02-20,"Temperature, Water",20.3
POSNW16,2019-02-20,Turbidity,1.94
POSNW16,2019-03-22,Dissolved Oxygen,10.12
POSNW16,2019-03-22,Dissolved Oxygen Saturation,99
POSNW16,2019-03-22,pH,7.71
POSNW16,2019-03-22,Specific Conductance,286.1
POSNW16,2019-03-22,"Temperature, Water",14.3
POSNW16,2019-03-22,Turbidity,1.79
POSNW16,2019-04-03,Dissolved Oxygen,9.2
POSNW16,2019-04-03,Dissolved Oxygen Saturation,96.7
POSNW16,2019-04-03,pH,7.54
POSNW16,2019-04-03,Specific Conductance,260.3
POSNW16,2019-04-03,"Temperature, Water",17.7
POSNW16,2019-04-03,Turbidity,1.88
POSNW16,2019-04-24,Dissolved Oxygen,9.03
POSNW16,2019-04-24,Dissolved Oxygen Saturation,96.6
POSNW16,2019-04-24,pH,7.72
POSNW16,2019-04-24,Specific Conductance,268.4
POSNW16,2019-04-24,"Temperature, Water",18.6
POSNW16,2019-04-24,Turbidity,1.4
POSNW16,2019-05-07,Dissolved Oxygen,8.258
POSNW16,2019-05-07,Dissolved Oxygen Saturation,95.5
POSNW16,2019-05-07,pH,7.71
POSNW16,2019-05-07,Specific Conductance,247.1
POSNW16,2019-05-07,"Temperature, Water",22.4
POSNW16,2019-05-07,Turbidity,1.33
POSNW16,2019-05-24,Dissolved Oxygen,8.5
POSNW16,2019-05-24,Dissolved Oxygen Saturation,99.6
POSNW16,2019-05-24,pH,7.78
POSNW16,2019-05-24,Specific Conductance,293.6
POSNW16,2019-05-24,"Temperature, Water",23.3
POSNW16,2019-05-24,Turbidity,0.74
POSNW16,2019-06-06,Dissolved Oxygen,7.49
POSNW16,2019-06-06,Dissolved Oxygen Saturation,90
POSNW16,2019-06-06,pH,7.66
POSNW16,2019-06-06,Specific Conductance,239.7
POSNW16,2019-06-06,"Temperature, Water",24.6
POSNW16,2019-06-06,Turbidity,3.02
POSNW16,2019-06-18,Dissolved Oxygen,7.72
POSNW16,2019-06-18,Dissolved Oxygen Saturation,92.1
POSNW16,2019-06-18,pH,7.27
POSNW16,2019-06-18,Specific Conductance,210.2
POSNW16,2019-06-18,"Temperature, Water",24.2
POSNW16,2019-06-18,Turbidity,5.15
POSNW16,2019-07-09,Dissolved Oxygen,7.73
POSNW16,2019-07-09,Dissolved Oxygen Saturation,94.9
POSNW16,2019-07-09,pH,7.52
POSNW16,2019-07-09,Specific Conductance,263.5
POSNW16,2019-07-09,"Temperature, Water",25.8
POSNW16,2019-07-09,Turbidity,2.39
POSNW16,2019-07-29,Dissolved Oxygen,8.18
POSNW16,2019-07-29,Dissolved Oxygen Saturation,96.7
POSNW16,2019-07-29,pH,7.39
POSNW16,2019-07-29,Specific Conductance,237.3
POSNW16,2019-07-29,"Temperature, Water",23.7
POSNW16,2019-07-29,Turbidity,4.36
POSNW16,2019-08-14,Dissolved Oxygen,7.71
POSNW16,2019-08-14,Dissolved Oxygen Saturation,95.4
POSNW16,2019-08-14,pH,7.34
POSNW16,2019-08-14,Specific Conductance,222.7
POSNW16,2019-08-14,"Temperature, Water",26.1
POSNW16,2019-08-14,Turbidity,4.27
POSNW16,2019-08-28,Dissolved Oxygen,7.84
POSNW16,2019-08-28,Dissolved Oxygen Saturation,94.9
POSNW16,2019-08-28,pH,7.33
POSNW16,2019-08-28,Specific Conductance,221.1
POSNW16,2019-08-28,"Temperature, Water",25
POSNW16,2019-08-28,Turbidity,4.81
POSNW16,2019-09-11,Dissolved Oxygen,8.18
POSNW16,2019-09-11,Dissolved Oxygen Saturation,96.8
POSNW16,2019-09-11,pH,7.75
POSNW16,2019-09-11,Specific Conductance,265.4
POSNW16,2019-09-11,"Temperature, Water",23.8
POSNW16,2019-09-11,Turbidity,2.93
POSNW16,2019-09-25,Dissolved Oxygen,8.33
POSNW16,2019-09-25,Dissolved Oxygen Saturation,96.9
POSNW16,2019-09-25,pH,7.79
POSNW16,2019-09-25,Specific Conductance,304.7
POSNW16,2019-09-25,"Temperature, Water",22.9
POSNW16,2019-09-25,Turbidity,1.49
POSNW16,2019-10-09,Dissolved Oxygen,8.07
POSNW16,2019-10-09,Dissolved Oxygen Saturation,94.4
POSNW16,2019-10-09,pH,7.48
POSNW16,2019-10-09,Specific Conductance,238
POSNW16,2019-10-09,"Temperature, Water",23.1
POSNW16,2019-10-09,Turbidity,3.82
POSNW16,2019-10-23,Dissolved Oxygen,8.93
POSNW16,2019-10-23,Dissolved Oxygen Saturation,97.6
POSNW16,2019-10-23,pH,7.57
POSNW16,2019-10-23,Specific Conductance,265.8
POSNW16,2019-10-23,"Temperature, Water",19.5
POSNW16,2019-10-23,Turbidity,2.19
POSNW16,2019-11-06,Dissolved Oxygen,8.69
POSNW16,2019-11-06,Dissolved Oxygen Saturation,98.6
POSNW16,2019-11-06,pH,7.58
POSNW16,2019-11-06,Specific Conductance,281.9
POSNW16,2019-11-06,"Temperature, Water",21.5
POSNW16,2019-11-06,Turbidity,1.78
POSNW16,2019-11-20,Dissolved Oxygen,10.17
POSNW16,2019-11-20,Dissolved Oxygen Saturation,100.1
POSNW16,2019-11-20,pH,7.69
POSNW16,2019-11-20,Specific Conductance,285.1
POSNW16,2019-11-20,"Temperature, Water",14.6
POSNW16,2019-11-20,Turbidity,1.08
POSNW16,2019-12-17,Dissolved Oxygen,8.33
POSNW16,2019-12-17,Dissolved Oxygen Saturation,91.3
POSNW16,2019-12-17,pH,7.35
POSNW16,2019-12-17,Specific Conductance,262.2
POSNW16,2019-12-17,"Temperature, Water",19.8
POSNW16,2019-12-17,Turbidity,1.45
POSNW16,2020-01-10,Dissolved Oxygen,9.05
POSNW16,2020-01-10,Dissolved Oxygen Saturation,96.1
POSNW16,2020-01-10,pH,7.58
POSNW16,2020-01-10,Specific Conductance,272.4
POSNW16,2020-01-10,"Temperature, Water",18.2
POSNW16,2020-01-10,Turbidity,1.62
POSNW16,2020-02-12,Dissolved Oxygen,8.5
POSNW16,2020-02-12,Dissolved Oxygen Saturation,95.6
POSNW16,2020-02-12,pH,7.88
POSNW16,2020-02-12,Specific Conductance,269.6
POSNW16,2020-02-12,"Temperature, Water",21.1
POSNW16,2020-02-12,Turbidity,1.3
POSNW16,2020-02-28,Dissolved Oxygen,10.38
POSNW16,2020-02-28,Dissolved Oxygen Saturation,95.8
POSNW16,2020-02-28,pH,7.6
POSNW16,2020-02-28,Specific Conductance,206
POSNW16,2020-02-28,"Temperature, Water",11.7
POSNW16,2020-02-28,Turbidity,2.48
POSNW16,2020-03-12,Dissolved Oxygen,9.18
POSNW16,2020-03-12,Dissolved Oxygen Saturation,98.1
POSNW16,2020-03-12,pH,7.71
POSNW16,2020-03-12,Specific Conductance,270.7
POSNW16,2020-03-12,"Temperature, Water",18.5
POSNW16,2020-03-12,Turbidity,1.01
POSNW16,2020-05-12,Dissolved Oxygen,9.13
POSNW16,2020-05-12,Dissolved Oxygen Saturation,96.5
POSNW16,2020-05-12,pH,7.63
POSNW16,2020-05-12,Specific Conductance,241.7
POSNW16,2020-05-12,"Temperature, Water",18
POSNW16,2020-05-12,Turbidity,1.4
POSNW16,2020-06-26,Dissolved Oxygen,8.04
POSNW16,2020-06-26,Dissolved Oxygen Saturation,96.4
POSNW16,2020-06-26,pH,7.82
POSNW16,2020-06-26,Specific Conductance,257.9
POSNW16,2020-06-26,"Temperature, Water",24.5
POSNW16,2020-06-26,Turbidity,
POSNW16,2020-07-16,Dissolved Oxygen,7.83
POSNW16,2020-07-16,Dissolved Oxygen Saturation,91.8
POSNW16,2020-07-16,pH,7.33
POSNW16,2020-07-16,Specific Conductance,139.9
POSNW16,2020-07-16,"Temperature, Water",24.7
POSNW16,2020-07-16,Turbidity,11.49
POSNW16,2020-07-28,Dissolved Oxygen,8.07
POSNW16,2020-07-28,Dissolved Oxygen Saturation,96.2
POSNW16,2020-07-28,pH,7.79
POSNW16,2020-07-28,Specific Conductance,251.4
POSNW16,2020-07-28,"Temperature, Water",24.2
POSNW16,2020-07-28,Turbidity,2.37
POSNW16,2020-08-14,Dissolved Oxygen,8.18
POSNW16,2020-08-14,Dissolved Oxygen Saturation,96.8
POSNW16,2020-08-14,pH,7.65
POSNW16,2020-08-14,Specific Conductance,260.5
POSNW16,2020-08-14,"Temperature, Water",23.7
POSNW16,2020-08-14,Turbidity,3
POSNW16,2020-08-24,Dissolved Oxygen,8.11
POSNW16,2020-08-24,Dissolved Oxygen Saturation,95.5
POSNW16,2020-08-24,pH,7.72
POSNW16,2020-08-24,Specific Conductance,198.7
POSNW16,2020-08-24,"Temperature, Water",23.5
POSNW16,2020-08-24,Turbidity,3.17
POSNW16,2020-09-10,Dissolved Oxygen,8.23
POSNW16,2020-09-10,Dissolved Oxygen Saturation,94.5
POSNW16,2020-09-10,pH,7.41
POSNW16,2020-09-10,Specific Conductance,130.2
POSNW16,2020-09-10,"Temperature, Water",22.1
POSNW16,2020-09-10,Turbidity,16.83
POSNW16,2020-09-24,Dissolved Oxygen,8.96
POSNW16,2020-09-24,Dissolved Oxygen Saturation,95.2
POSNW16,2020-09-24,pH,7.73
POSNW16,2020-09-24,Specific Conductance,250.1
POSNW16,2020-09-24,"Temperature, Water",18.2
POSNW16,2020-09-24,Turbidity,2.2
POSNW16,2020-10-08,Dissolved Oxygen,8.88
POSNW16,2020-10-08,Dissolved Oxygen Saturation,95.2
POSNW16,2020-10-08,pH,7.79
POSNW16,2020-10-08,Specific Conductance,233.4
POSNW16,2020-10-08,"Temperature, Water",18.6
POSNW16,2020-10-08,Turbidity,1.96
POSNW16,2020-10-22,Dissolved Oxygen,8.93
POSNW16,2020-10-22,Dissolved Oxygen Saturation,93.3
POSNW16,2020-10-22,pH,7.69
POSNW16,2020-10-22,Specific Conductance,239.6
POSNW16,2020-10-22,"Temperature, Water",17.5
POSNW16,2020-10-22,Turbidity,8.23
SWB,2018-10-18,Dissolved Oxygen,7.44
SWB,2018-10-18,Dissolved Oxygen Saturation,93.5
SWB,2018-10-18,pH,7.43
SWB,2018-10-18,Specific Conductance,858.4
SWB,2018-10-18,"Temperature, Water",27.12
SWB,2018-10-31,Dissolved Oxygen,8.12
SWB,2018-10-31,Dissolved Oxygen Saturation,95.1
SWB,2018-10-31,pH,7.69
SWB,2018-10-31,Specific Conductance,773.8
SWB,2018-10-31,"Temperature, Water",23.3
SWB,2018-10-31,Turbidity,1.1
SWB,2018-11-08,Dissolved Oxygen,7.88
SWB,2018-11-08,Dissolved Oxygen Saturation,96.1
SWB,2018-11-08,pH,7.65
SWB,2018-11-08,Specific Conductance,843
SWB,2018-11-08,"Temperature, Water",25.3
SWB,2018-11-08,Turbidity,-0.37
SWB,2018-11-13,Dissolved Oxygen,7.97
SWB,2018-11-13,Dissolved Oxygen Saturation,97.7
SWB,2018-11-13,pH,7.68
SWB,2018-11-13,Specific Conductance,837
SWB,2018-11-13,"Temperature, Water",25.5
SWB,2018-11-13,Turbidity,0.76
SWB,2018-11-29,Dissolved Oxygen,9.11
SWB,2018-11-29,Dissolved Oxygen Saturation,96.9
SWB,2018-11-29,pH,7.63
SWB,2018-11-29,Specific Conductance,801
SWB,2018-11-29,"Temperature, Water",18.2
SWB,2018-11-29,Turbidity,1.29
SWB,2018-12-05,Dissolved Oxygen,9.17
SWB,2018-12-05,Dissolved Oxygen Saturation,99.3
SWB,2018-12-05,pH,7.79
SWB,2018-12-05,Specific Conductance,683
SWB,2018-12-05,"Temperature, Water",19.1
SWB,2018-12-05,Turbidity,1.4
SWB,2018-12-20,Dissolved Oxygen,9.19
SWB,2018-12-20,Dissolved Oxygen Saturation,96.7
SWB,2018-12-20,pH,7.27
SWB,2018-12-20,Specific Conductance,175.5
SWB,2018-12-20,"Temperature, Water",17.8
SWB,2018-12-20,Turbidity,27.38
SWB,2019-01-04,Dissolved Oxygen,8.47
SWB,2019-01-04,Dissolved Oxygen Saturation,97.9
SWB,2019-01-04,pH,7.36
SWB,2019-01-04,Specific Conductance,770
SWB,2019-01-04,"Temperature, Water",22.4
SWB,2019-01-04,Turbidity,1.06
SWB,2019-01-18,Dissolved Oxygen,9.2
SWB,2019-01-18,Dissolved Oxygen Saturation,98.3
SWB,2019-01-18,pH,7.47
SWB,2019-01-18,Specific Conductance,795
SWB,2019-01-18,"Temperature, Water",18.4
SWB,2019-01-18,Turbidity,3.6
